ID	strand	type	start	end	seq_id	neighbours
PF3D7_0532500	+	protein_coding_gene	1316238	1316874	Pf3D7_05_v3	[]
PF3D7_0532600	-	protein_coding_gene	1317882	1319382	Pf3D7_05_v3	[]
PF3D7_0532700	-	pseudogene	1322400	1323249	Pf3D7_05_v3	[]
PF3D7_0532800	-	pseudogene	1324239	1325027	Pf3D7_05_v3	[]
PF3D7_0532900	+	protein_coding_gene	1326245	1327429	Pf3D7_05_v3	[]
PF3D7_0533000	+	pseudogene	1329555	1330808	Pf3D7_05_v3	[]
PF3D7_0533100	+	pseudogene	1333470	1342964	Pf3D7_05_v3	[]
PF3D7_0600100	-	pseudogene	653	1432	Pf3D7_06_v3	[]
PF3D7_0600200	+	protein_coding_gene	3503	12835	Pf3D7_06_v3	[]
PF3D7_0600300	-	protein_coding_gene	15065	16410	Pf3D7_06_v3	[]
PF3D7_0600400	-	protein_coding_gene	17777	23068	Pf3D7_06_v3	[]
PF3D7_0600500	+	protein_coding_gene	26557	27830	Pf3D7_06_v3	[]
PF3D7_0600600	-	protein_coding_gene	29618	31484	Pf3D7_06_v3	[]
PF3D7_0600700	-	protein_coding_gene	31965	33244	Pf3D7_06_v3	[]
PF3D7_0600800	-	pseudogene	35355	36595	Pf3D7_06_v3	[]
PF3D7_0600900	-	pseudogene	38721	39781	Pf3D7_06_v3	[]
PF3D7_0601000	-	protein_coding_gene	42097	43218	Pf3D7_06_v3	[]
PF3D7_0601100	+	protein_coding_gene	44450	45216	Pf3D7_06_v3	[]
PF3D7_0601200	+	protein_coding_gene	47172	48600	Pf3D7_06_v3	[]
PF3D7_0601300	-	protein_coding_gene	48874	49722	Pf3D7_06_v3	[]
PF3D7_0601400	+	pseudogene	51351	52898	Pf3D7_06_v3	[]
PF3D7_0601500	-	protein_coding_gene	64746	67786	Pf3D7_06_v3	[]
PF3D7_0601600	-	protein_coding_gene	68698	70201	Pf3D7_06_v3	[]
PF3D7_0601700	+	pseudogene	70948	71935	Pf3D7_06_v3	[]
PF3D7_0601800	-	ncRNA_gene	74263	74413	Pf3D7_06_v3	[]
PF3D7_0601900	+	protein_coding_gene	76204	79596	Pf3D7_06_v3	[]
PF3D7_0602000	-	protein_coding_gene	81532	88869	Pf3D7_06_v3	[]
PF3D7_0602100	+	protein_coding_gene	91725	97247	Pf3D7_06_v3	[]
PF3D7_0602200	+	protein_coding_gene	97494	99410	Pf3D7_06_v3	[]
PF3D7_0602300	+	protein_coding_gene	99781	100725	Pf3D7_06_v3	[]
PF3D7_0602400	-	protein_coding_gene	101350	104706	Pf3D7_06_v3	[]
PF3D7_0602500	+	protein_coding_gene	105022	107401	Pf3D7_06_v3	['PF3D7_0602600']
PF3D7_0602600	-	protein_coding_gene	106703	112376	Pf3D7_06_v3	['PF3D7_0602500']
PF3D7_0602700	-	protein_coding_gene	113592	115478	Pf3D7_06_v3	[]
PF3D7_0602800	+	protein_coding_gene	115789	118379	Pf3D7_06_v3	['PF3D7_0602900']
PF3D7_0602900	-	protein_coding_gene	118239	120929	Pf3D7_06_v3	['PF3D7_0602800']
PF3D7_0603000	+	protein_coding_gene	121248	124846	Pf3D7_06_v3	[]
PF3D7_0603100	-	protein_coding_gene	125002	127010	Pf3D7_06_v3	[]
PF3D7_0603200	+	protein_coding_gene	128292	130385	Pf3D7_06_v3	['PF3D7_0603300']
PF3D7_0603300	-	protein_coding_gene	130191	132792	Pf3D7_06_v3	['PF3D7_0603200']
PF3D7_0603400	-	protein_coding_gene	132888	138199	Pf3D7_06_v3	[]
PF3D7_0603500	+	protein_coding_gene	138667	141013	Pf3D7_06_v3	['PF3D7_0603600']
PF3D7_0603600	-	protein_coding_gene	140777	149585	Pf3D7_06_v3	['PF3D7_0603500']
PF3D7_0603700	+	protein_coding_gene	150279	152471	Pf3D7_06_v3	[]
PF3D7_0603800	-	protein_coding_gene	152505	160682	Pf3D7_06_v3	[]
PF3D7_0603900	-	protein_coding_gene	160825	162616	Pf3D7_06_v3	[]
PF3D7_0604000	-	protein_coding_gene	163582	170363	Pf3D7_06_v3	[]
PF3D7_0604100	-	protein_coding_gene	170776	178985	Pf3D7_06_v3	[]
PF3D7_0604200	+	protein_coding_gene	180607	181669	Pf3D7_06_v3	[]
PF3D7_0604300	+	protein_coding_gene	181680	184760	Pf3D7_06_v3	[]
PF3D7_0604400	+	protein_coding_gene	184892	185843	Pf3D7_06_v3	[]
PF3D7_0604500	+	protein_coding_gene	188237	198546	Pf3D7_06_v3	[]
PF3D7_0604600	+	protein_coding_gene	198862	204355	Pf3D7_06_v3	[]
PF3D7_0604700	-	protein_coding_gene	204545	206720	Pf3D7_06_v3	[]
PF3D7_0604800	-	protein_coding_gene	206807	211802	Pf3D7_06_v3	[]
PF3D7_0604900	-	protein_coding_gene	212174	213397	Pf3D7_06_v3	['PF3D7_0605000']
PF3D7_0605000	+	protein_coding_gene	213348	214430	Pf3D7_06_v3	['PF3D7_0604900']
PF3D7_0605100	+	protein_coding_gene	215004	220338	Pf3D7_06_v3	['PF3D7_0605200']
PF3D7_0605200	-	protein_coding_gene	220100	221977	Pf3D7_06_v3	['PF3D7_0605100']
PF3D7_0605300	+	protein_coding_gene	222150	224529	Pf3D7_06_v3	['PF3D7_0605400']
PF3D7_0605400	-	protein_coding_gene	224446	225095	Pf3D7_06_v3	['PF3D7_0605300']
PF3D7_0605500	-	protein_coding_gene	225346	227905	Pf3D7_06_v3	[]
PF3D7_0605600	-	protein_coding_gene	228132	234835	Pf3D7_06_v3	[]
PF3D7_0605700	+	protein_coding_gene	236397	237251	Pf3D7_06_v3	[]
PF3D7_0605800	-	protein_coding_gene	237355	246015	Pf3D7_06_v3	[]
PF3D7_0605900	+	protein_coding_gene	246321	249977	Pf3D7_06_v3	['PF3D7_0606000']
PF3D7_0606000	-	protein_coding_gene	249666	255695	Pf3D7_06_v3	['PF3D7_0605900']
PF3D7_0606100	+	protein_coding_gene	257163	260505	Pf3D7_06_v3	['PF3D7_0606200']
PF3D7_0606200	-	protein_coding_gene	260228	262593	Pf3D7_06_v3	['PF3D7_0606100']
PF3D7_0606300	+	protein_coding_gene	262635	263857	Pf3D7_06_v3	[]
PF3D7_0606400	-	protein_coding_gene	263936	264830	Pf3D7_06_v3	[]
PF3D7_0606500	-	protein_coding_gene	264901	269898	Pf3D7_06_v3	[]
PF3D7_0606600	-	protein_coding_gene	270150	279739	Pf3D7_06_v3	[]
PF3D7_0606700	+	protein_coding_gene	281991	287880	Pf3D7_06_v3	['PF3D7_0606800']
PF3D7_0606800	-	protein_coding_gene	287041	289722	Pf3D7_06_v3	['PF3D7_0606700']
PF3D7_0606900	-	protein_coding_gene	290146	292628	Pf3D7_06_v3	['PF3D7_0607000']
PF3D7_0607000	+	protein_coding_gene	291965	297805	Pf3D7_06_v3	['PF3D7_0606900']
PF3D7_0607100	+	protein_coding_gene	297941	301197	Pf3D7_06_v3	[]
PF3D7_0607200	-	protein_coding_gene	301304	303478	Pf3D7_06_v3	[]
PF3D7_0607300	+	protein_coding_gene	304088	306392	Pf3D7_06_v3	['PF3D7_0607400']
PF3D7_0607400	-	protein_coding_gene	306360	310500	Pf3D7_06_v3	['PF3D7_0607300']
PF3D7_0607500	+	protein_coding_gene	310779	313770	Pf3D7_06_v3	['PF3D7_0607600']
PF3D7_0607600	-	protein_coding_gene	311667	318394	Pf3D7_06_v3	['PF3D7_0607500']
PF3D7_0607700	+	protein_coding_gene	319519	329442	Pf3D7_06_v3	['PF3D7_0607800']
PF3D7_0607800	-	protein_coding_gene	329254	332013	Pf3D7_06_v3	['PF3D7_0607700']
PF3D7_0607900	+	protein_coding_gene	332329	335631	Pf3D7_06_v3	['PF3D7_0608000']
PF3D7_0608000	-	protein_coding_gene	335107	337484	Pf3D7_06_v3	['PF3D7_0607900', 'PF3D7_0608100']
PF3D7_0608100	+	protein_coding_gene	336465	342148	Pf3D7_06_v3	['PF3D7_0608000', 'PF3D7_0608200']
PF3D7_0608200	-	protein_coding_gene	341804	342871	Pf3D7_06_v3	['PF3D7_0608100', 'PF3D7_0608300']
PF3D7_0608300	+	protein_coding_gene	342351	347812	Pf3D7_06_v3	['PF3D7_0608200']
PF3D7_0608310	+	protein_coding_gene	347997	349756	Pf3D7_06_v3	[]
PF3D7_0608400	-	protein_coding_gene	349769	350541	Pf3D7_06_v3	[]
PF3D7_0608500	-	protein_coding_gene	350697	353774	Pf3D7_06_v3	[]
PF3D7_0608600	+	protein_coding_gene	354683	356424	Pf3D7_06_v3	[]
PF3D7_0608700	+	protein_coding_gene	357303	361171	Pf3D7_06_v3	[]
PF3D7_0608800	+	protein_coding_gene	361326	363964	Pf3D7_06_v3	[]
PF3D7_0608900	+	protein_coding_gene	363994	368548	Pf3D7_06_v3	[]
PF3D7_0609000	+	protein_coding_gene	369043	388626	Pf3D7_06_v3	['PF3D7_0609100']
PF3D7_0609100	-	protein_coding_gene	388540	392142	Pf3D7_06_v3	['PF3D7_0609000']
PF3D7_0609200	+	protein_coding_gene	392371	394770	Pf3D7_06_v3	[]
PF3D7_0609300	+	protein_coding_gene	396165	399337	Pf3D7_06_v3	[]
PF3D7_0609400	-	protein_coding_gene	399357	402112	Pf3D7_06_v3	[]
PF3D7_0609500	+	protein_coding_gene	402722	407242	Pf3D7_06_v3	[]
PF3D7_0609600	+	protein_coding_gene	408041	412002	Pf3D7_06_v3	[]
PF3D7_0609700	+	protein_coding_gene	412443	420258	Pf3D7_06_v3	[]
PF3D7_0609800	-	protein_coding_gene	420422	423142	Pf3D7_06_v3	[]
PF3D7_0609900	+	protein_coding_gene	423862	432332	Pf3D7_06_v3	[]
PF3D7_0610000	+	protein_coding_gene	432378	434270	Pf3D7_06_v3	['PF3D7_0610100']
PF3D7_0610100	-	protein_coding_gene	434240	436684	Pf3D7_06_v3	['PF3D7_0610000']
PF3D7_0610200	-	protein_coding_gene	437200	440881	Pf3D7_06_v3	[]
PF3D7_0610300	-	ncRNA_gene	442806	443219	Pf3D7_06_v3	[]
PF3D7_0610400	+	protein_coding_gene	444363	445584	Pf3D7_06_v3	['PF3D7_0610500']
PF3D7_0610500	-	protein_coding_gene	444549	446775	Pf3D7_06_v3	['PF3D7_0610400']
PF3D7_0610600	+	protein_coding_gene	449004	452099	Pf3D7_06_v3	[]
PF3D7_0610700	+	protein_coding_gene	452476	453446	Pf3D7_06_v3	[]
PF3D7_0610800	+	protein_coding_gene	453671	456422	Pf3D7_06_v3	['PF3D7_0610900']
PF3D7_0610900	-	protein_coding_gene	456064	460886	Pf3D7_06_v3	['PF3D7_0610800']
PF3D7_0611000	-	protein_coding_gene	463021	465127	Pf3D7_06_v3	[]
PF3D7_0611100	-	protein_coding_gene	466047	466537	Pf3D7_06_v3	[]
PF3D7_0611200	+	protein_coding_gene	467227	469157	Pf3D7_06_v3	[]
PF3D7_0611300	+	protein_coding_gene	469685	471521	Pf3D7_06_v3	['PF3D7_0611400']
PF3D7_0611400	-	protein_coding_gene	471256	474637	Pf3D7_06_v3	['PF3D7_0611300']
PF3D7_0611500	-	protein_coding_gene	482825	483907	Pf3D7_06_v3	[]
PF3D7_0611600	-	protein_coding_gene	484649	487474	Pf3D7_06_v3	[]
PF3D7_0611700	-	protein_coding_gene	488418	489504	Pf3D7_06_v3	[]
PF3D7_0611800	-	protein_coding_gene	490750	501967	Pf3D7_06_v3	[]
PF3D7_0611900	+	protein_coding_gene	505314	507593	Pf3D7_06_v3	['PF3D7_0612000']
PF3D7_0612000	-	protein_coding_gene	506386	508412	Pf3D7_06_v3	['PF3D7_0611900']
PF3D7_0612100	-	protein_coding_gene	508686	511919	Pf3D7_06_v3	[]
PF3D7_0612200	-	protein_coding_gene	512392	519614	Pf3D7_06_v3	[]
PF3D7_0612300	+	protein_coding_gene	520410	521138	Pf3D7_06_v3	[]
PF3D7_0612400	+	protein_coding_gene	521142	522177	Pf3D7_06_v3	[]
PF3D7_0612500	-	protein_coding_gene	522300	522665	Pf3D7_06_v3	[]
PF3D7_0612600	-	protein_coding_gene	522936	525730	Pf3D7_06_v3	[]
PF3D7_0612700	-	protein_coding_gene	525736	527850	Pf3D7_06_v3	[]
PF3D7_0612800	-	protein_coding_gene	527873	529438	Pf3D7_06_v3	[]
PF3D7_0612900	+	protein_coding_gene	530674	533646	Pf3D7_06_v3	[]
PF3D7_0613000	-	protein_coding_gene	533673	535898	Pf3D7_06_v3	[]
PF3D7_0613100	+	protein_coding_gene	537127	539045	Pf3D7_06_v3	[]
PF3D7_0613200	+	protein_coding_gene	539074	539954	Pf3D7_06_v3	['PF3D7_0613300']
PF3D7_0613300	-	protein_coding_gene	539725	545452	Pf3D7_06_v3	['PF3D7_0613200']
PF3D7_0613400	+	protein_coding_gene	546920	548162	Pf3D7_06_v3	['PF3D7_0613500']
PF3D7_0613500	-	protein_coding_gene	547900	552544	Pf3D7_06_v3	['PF3D7_0613400']
PF3D7_0613600	+	protein_coding_gene	554117	559142	Pf3D7_06_v3	['PF3D7_0613700']
PF3D7_0613700	-	protein_coding_gene	558835	562741	Pf3D7_06_v3	['PF3D7_0613600']
PF3D7_0613800	+	protein_coding_gene	565925	579231	Pf3D7_06_v3	[]
PF3D7_0613900	-	protein_coding_gene	579250	586589	Pf3D7_06_v3	[]
PF3D7_0614000	-	protein_coding_gene	586596	589075	Pf3D7_06_v3	[]
PF3D7_0614100	-	protein_coding_gene	589090	592978	Pf3D7_06_v3	[]
PF3D7_0614200	-	protein_coding_gene	593122	595984	Pf3D7_06_v3	[]
PF3D7_0614300	-	protein_coding_gene	596483	602866	Pf3D7_06_v3	['PF3D7_0614400']
PF3D7_0614400	+	protein_coding_gene	602024	605863	Pf3D7_06_v3	['PF3D7_0614300', 'PF3D7_0614500']
PF3D7_0614500	-	protein_coding_gene	605437	608581	Pf3D7_06_v3	['PF3D7_0614400']
PF3D7_0614600	-	protein_coding_gene	609088	611451	Pf3D7_06_v3	[]
PF3D7_0614700	+	protein_coding_gene	612082	614491	Pf3D7_06_v3	[]
PF3D7_0614800	-	protein_coding_gene	615060	617043	Pf3D7_06_v3	[]
PF3D7_0614900	+	protein_coding_gene	617589	622087	Pf3D7_06_v3	[]
PF3D7_0615000	+	protein_coding_gene	622098	623014	Pf3D7_06_v3	['PF3D7_0615100']
PF3D7_0615100	-	protein_coding_gene	622767	624490	Pf3D7_06_v3	['PF3D7_0615000']
PF3D7_0615200	+	protein_coding_gene	625120	627612	Pf3D7_06_v3	[]
PF3D7_0615300	-	protein_coding_gene	627693	630345	Pf3D7_06_v3	[]
PF3D7_0615400	-	protein_coding_gene	630396	642340	Pf3D7_06_v3	[]
PF3D7_0615500	+	protein_coding_gene	642699	646241	Pf3D7_06_v3	[]
PF3D7_0615600	-	protein_coding_gene	646286	655848	Pf3D7_06_v3	[]
PF3D7_0615700	+	protein_coding_gene	656020	657929	Pf3D7_06_v3	['PF3D7_0615800']
PF3D7_0615800	-	protein_coding_gene	657706	662270	Pf3D7_06_v3	['PF3D7_0615700']
PF3D7_0615900	-	protein_coding_gene	662372	669026	Pf3D7_06_v3	[]
PF3D7_0616000	+	protein_coding_gene	669060	671828	Pf3D7_06_v3	[]
PF3D7_0616100	+	protein_coding_gene	671851	672965	Pf3D7_06_v3	[]
PF3D7_0616200	+	protein_coding_gene	674071	676647	Pf3D7_06_v3	['PF3D7_0616300']
PF3D7_0616300	-	protein_coding_gene	676559	677881	Pf3D7_06_v3	['PF3D7_0616200']
PF3D7_0616400	+	protein_coding_gene	678087	684110	Pf3D7_06_v3	[]
PF3D7_0616500	+	protein_coding_gene	684742	688857	Pf3D7_06_v3	[]
PF3D7_0616600	-	protein_coding_gene	689086	691142	Pf3D7_06_v3	[]
PF3D7_0616700	-	protein_coding_gene	691710	694810	Pf3D7_06_v3	[]
PF3D7_0616800	+	protein_coding_gene	695090	698245	Pf3D7_06_v3	[]
PF3D7_0616900	+	protein_coding_gene	698792	704220	Pf3D7_06_v3	['PF3D7_0617000']
PF3D7_0617000	-	protein_coding_gene	703477	705444	Pf3D7_06_v3	['PF3D7_0616900']
PF3D7_0617100	+	protein_coding_gene	707666	714669	Pf3D7_06_v3	[]
PF3D7_0617200	+	protein_coding_gene	714972	720182	Pf3D7_06_v3	[]
PF3D7_0617300	+	protein_coding_gene	720336	721721	Pf3D7_06_v3	[]
PF3D7_0617400	-	protein_coding_gene	722377	731499	Pf3D7_06_v3	[]
PF3D7_0617500	+	pseudogene	735309	736327	Pf3D7_06_v3	[]
PF3D7_0617600	-	protein_coding_gene	738020	739535	Pf3D7_06_v3	[]
PF3D7_0617700	-	protein_coding_gene	741269	742406	Pf3D7_06_v3	[]
PF3D7_0617800	-	protein_coding_gene	747329	749285	Pf3D7_06_v3	[]
PF3D7_0617900	+	protein_coding_gene	753392	756429	Pf3D7_06_v3	[]
PF3D7_0618000	+	protein_coding_gene	757278	761654	Pf3D7_06_v3	[]
PF3D7_0618100	+	protein_coding_gene	761703	764548	Pf3D7_06_v3	['PF3D7_0618200']
PF3D7_0618200	-	protein_coding_gene	764260	765980	Pf3D7_06_v3	['PF3D7_0618100']
PF3D7_0618300	+	protein_coding_gene	767672	769944	Pf3D7_06_v3	[]
PF3D7_0618400	-	protein_coding_gene	770147	772506	Pf3D7_06_v3	[]
PF3D7_0618500	+	protein_coding_gene	774491	776051	Pf3D7_06_v3	['PF3D7_0618600']
PF3D7_0618600	-	protein_coding_gene	775980	777835	Pf3D7_06_v3	['PF3D7_0618500']
PF3D7_0618700	+	protein_coding_gene	778651	779988	Pf3D7_06_v3	['PF3D7_0618800']
PF3D7_0618800	-	protein_coding_gene	779480	783561	Pf3D7_06_v3	['PF3D7_0618700']
PF3D7_0618900	+	protein_coding_gene	784019	788588	Pf3D7_06_v3	['PF3D7_0619000']
PF3D7_0619000	-	protein_coding_gene	788061	796075	Pf3D7_06_v3	['PF3D7_0618900']
PF3D7_0619100	+	protein_coding_gene	796519	798904	Pf3D7_06_v3	[]
PF3D7_0619200	+	protein_coding_gene	799040	803205	Pf3D7_06_v3	['PF3D7_0619300']
PF3D7_0619300	-	protein_coding_gene	802988	814565	Pf3D7_06_v3	['PF3D7_0619200']
PF3D7_0619400	-	protein_coding_gene	815190	818801	Pf3D7_06_v3	[]
PF3D7_0619500	-	protein_coding_gene	819576	824325	Pf3D7_06_v3	[]
PF3D7_0619600	+	protein_coding_gene	824758	828098	Pf3D7_06_v3	[]
PF3D7_0619700	-	protein_coding_gene	828122	830389	Pf3D7_06_v3	[]
PF3D7_0619800	-	protein_coding_gene	830916	839790	Pf3D7_06_v3	['PF3D7_0619900']
PF3D7_0619900	+	protein_coding_gene	839748	841672	Pf3D7_06_v3	['PF3D7_0619800']
PF3D7_0620000	-	protein_coding_gene	841846	843363	Pf3D7_06_v3	[]
PF3D7_0620100	+	protein_coding_gene	845162	846452	Pf3D7_06_v3	[]
PF3D7_0620200	-	protein_coding_gene	846523	848013	Pf3D7_06_v3	[]
PF3D7_0620300	-	protein_coding_gene	848035	850864	Pf3D7_06_v3	[]
PF3D7_0620400	-	protein_coding_gene	851162	853200	Pf3D7_06_v3	[]
PF3D7_0620500	+	protein_coding_gene	853821	857324	Pf3D7_06_v3	[]
PF3D7_0620600	+	protein_coding_gene	857342	858966	Pf3D7_06_v3	['PF3D7_0620700']
PF3D7_0620700	-	protein_coding_gene	858689	860721	Pf3D7_06_v3	['PF3D7_0620600']
PF3D7_0620800	+	ncRNA_gene	861017	861088	Pf3D7_06_v3	[]
PF3D7_0620900	-	ncRNA_gene	861685	861765	Pf3D7_06_v3	[]
PF3D7_0621000	+	protein_coding_gene	862450	865522	Pf3D7_06_v3	[]
PF3D7_0621100	-	protein_coding_gene	865550	870507	Pf3D7_06_v3	[]
PF3D7_0621200	-	protein_coding_gene	871089	873059	Pf3D7_06_v3	[]
PF3D7_0621300	+	protein_coding_gene	873178	877670	Pf3D7_06_v3	[]
PF3D7_0621350	-	protein_coding_gene	876679	877298	Pf3D7_06_v3	['PF3D7_0621300']
PF3D7_0621400	+	protein_coding_gene	878363	880852	Pf3D7_06_v3	[]
PF3D7_0621500	+	protein_coding_gene	881823	883145	Pf3D7_06_v3	[]
PF3D7_0621600	-	ncRNA_gene	883563	883644	Pf3D7_06_v3	[]
PF3D7_0621700	+	protein_coding_gene	884024	890267	Pf3D7_06_v3	[]
PF3D7_0621800	+	protein_coding_gene	890901	892882	Pf3D7_06_v3	[]
PF3D7_0621900	-	protein_coding_gene	892883	896208	Pf3D7_06_v3	[]
PF3D7_0622000	+	protein_coding_gene	896664	897983	Pf3D7_06_v3	['PF3D7_0622100']
PF3D7_0622100	-	protein_coding_gene	897970	902735	Pf3D7_06_v3	['PF3D7_0622000']
PF3D7_0622200	-	protein_coding_gene	903432	906428	Pf3D7_06_v3	[]
PF3D7_0622300	+	protein_coding_gene	907610	911239	Pf3D7_06_v3	[]
PF3D7_0622400	+	protein_coding_gene	911283	912177	Pf3D7_06_v3	[]
PF3D7_0622500	-	protein_coding_gene	912197	914142	Pf3D7_06_v3	[]
PF3D7_0622600	+	protein_coding_gene	914409	915450	Pf3D7_06_v3	[]
PF3D7_0622700	-	protein_coding_gene	915905	917975	Pf3D7_06_v3	[]
PF3D7_0622800	+	protein_coding_gene	918684	924649	Pf3D7_06_v3	['PF3D7_0622900']
PF3D7_0622900	-	protein_coding_gene	924060	932959	Pf3D7_06_v3	['PF3D7_0622800']
PF3D7_0623000	-	protein_coding_gene	936298	938735	Pf3D7_06_v3	[]
PF3D7_0623100	-	protein_coding_gene	938917	944710	Pf3D7_06_v3	[]
PF3D7_0623200	+	protein_coding_gene	945100	947629	Pf3D7_06_v3	['PF3D7_0623300']
PF3D7_0623300	-	protein_coding_gene	947121	949262	Pf3D7_06_v3	['PF3D7_0623200']
PF3D7_0623400	-	protein_coding_gene	950223	951506	Pf3D7_06_v3	[]
PF3D7_0623500	-	protein_coding_gene	952825	955039	Pf3D7_06_v3	[]
PF3D7_0623600	+	protein_coding_gene	955547	958868	Pf3D7_06_v3	[]
PF3D7_0623700	-	protein_coding_gene	958885	962607	Pf3D7_06_v3	[]
PF3D7_0623800	-	protein_coding_gene	962886	974547	Pf3D7_06_v3	[]
PF3D7_0623900	+	protein_coding_gene	977162	978525	Pf3D7_06_v3	[]
PF3D7_0624000	+	protein_coding_gene	980208	983258	Pf3D7_06_v3	[]
PF3D7_0624100	+	protein_coding_gene	983297	985562	Pf3D7_06_v3	['PF3D7_0624200']
PF3D7_0624200	-	protein_coding_gene	984837	986998	Pf3D7_06_v3	['PF3D7_0624100']
PF3D7_0624300	+	protein_coding_gene	987808	989636	Pf3D7_06_v3	[]
PF3D7_0624400	-	protein_coding_gene	989930	992253	Pf3D7_06_v3	[]
PF3D7_0624500	+	protein_coding_gene	993658	996430	Pf3D7_06_v3	[]
PF3D7_0624600	+	protein_coding_gene	998548	1009457	Pf3D7_06_v3	['PF3D7_0624700']
PF3D7_0624700	-	protein_coding_gene	1008978	1010796	Pf3D7_06_v3	['PF3D7_0624600']
PF3D7_0624800	-	protein_coding_gene	1011429	1014569	Pf3D7_06_v3	[]
PF3D7_0624900	+	protein_coding_gene	1015681	1018905	Pf3D7_06_v3	[]
PF3D7_0625000	+	protein_coding_gene	1019648	1022452	Pf3D7_06_v3	[]
PF3D7_0625100	+	protein_coding_gene	1023015	1024214	Pf3D7_06_v3	[]
PF3D7_0625200	+	protein_coding_gene	1024810	1026740	Pf3D7_06_v3	['PF3D7_0625300']
PF3D7_0625300	-	protein_coding_gene	1026468	1031411	Pf3D7_06_v3	['PF3D7_0625200']
PF3D7_0625400	-	protein_coding_gene	1031969	1034471	Pf3D7_06_v3	['PF3D7_0625500']
PF3D7_0625500	+	protein_coding_gene	1034313	1037552	Pf3D7_06_v3	['PF3D7_0625400']
PF3D7_0625600	+	protein_coding_gene	1037558	1042004	Pf3D7_06_v3	[]
PF3D7_0625700	-	protein_coding_gene	1042132	1043395	Pf3D7_06_v3	[]
PF3D7_0625800	+	protein_coding_gene	1043400	1045953	Pf3D7_06_v3	[]
PF3D7_0625900	+	protein_coding_gene	1046986	1048052	Pf3D7_06_v3	[]
PF3D7_0626000	-	protein_coding_gene	1048453	1055207	Pf3D7_06_v3	[]
PF3D7_0626100	+	protein_coding_gene	1055904	1058812	Pf3D7_06_v3	['PF3D7_0626200']
PF3D7_0626200	-	protein_coding_gene	1058496	1060180	Pf3D7_06_v3	['PF3D7_0626100']
PF3D7_0626300	-	protein_coding_gene	1061115	1062891	Pf3D7_06_v3	[]
PF3D7_0626400	+	protein_coding_gene	1064859	1068640	Pf3D7_06_v3	[]
PF3D7_0626500	+	protein_coding_gene	1069962	1072805	Pf3D7_06_v3	[]
PF3D7_0626600	-	protein_coding_gene	1073363	1074436	Pf3D7_06_v3	['PF3D7_0626700']
PF3D7_0626700	+	protein_coding_gene	1074341	1076871	Pf3D7_06_v3	['PF3D7_0626600']
PF3D7_0626800	+	protein_coding_gene	1078020	1082073	Pf3D7_06_v3	[]
PF3D7_0626840	+	ncRNA_gene	1080331	1080559	Pf3D7_06_v3	['PF3D7_0626800']
PF3D7_0626900	+	protein_coding_gene	1082531	1084389	Pf3D7_06_v3	['PF3D7_0627000']
PF3D7_0627000	-	protein_coding_gene	1084110	1087609	Pf3D7_06_v3	['PF3D7_0626900', 'PF3D7_0627100']
PF3D7_0627100	+	protein_coding_gene	1087078	1094389	Pf3D7_06_v3	['PF3D7_0627000']
PF3D7_0627200	-	protein_coding_gene	1094737	1096373	Pf3D7_06_v3	[]
PF3D7_0627300	-	protein_coding_gene	1096654	1098696	Pf3D7_06_v3	[]
PF3D7_0627400	-	protein_coding_gene	1099753	1100995	Pf3D7_06_v3	[]
PF3D7_0627500	-	protein_coding_gene	1100997	1103240	Pf3D7_06_v3	[]
PF3D7_0627600	+	protein_coding_gene	1103388	1105825	Pf3D7_06_v3	[]
PF3D7_0627700	+	protein_coding_gene	1105837	1113416	Pf3D7_06_v3	[]
PF3D7_0627800	-	protein_coding_gene	1113448	1117623	Pf3D7_06_v3	[]
PF3D7_0627900	+	protein_coding_gene	1118231	1121193	Pf3D7_06_v3	[]
PF3D7_0628000	+	protein_coding_gene	1121527	1122523	Pf3D7_06_v3	['PF3D7_0628100']
PF3D7_0628100	-	protein_coding_gene	1122322	1154481	Pf3D7_06_v3	['PF3D7_0628000']
PF3D7_0628200	+	protein_coding_gene	1158605	1169668	Pf3D7_06_v3	['PF3D7_0628300']
PF3D7_0628300	-	protein_coding_gene	1169270	1174371	Pf3D7_06_v3	['PF3D7_0628200']
PF3D7_0628400	+	protein_coding_gene	1175869	1178588	Pf3D7_06_v3	[]
PF3D7_0628500	-	protein_coding_gene	1178630	1180100	Pf3D7_06_v3	[]
PF3D7_0628600	-	protein_coding_gene	1180102	1182381	Pf3D7_06_v3	[]
PF3D7_0628700	+	protein_coding_gene	1183134	1185887	Pf3D7_06_v3	['PF3D7_0628800']
PF3D7_0628800	-	protein_coding_gene	1184868	1189014	Pf3D7_06_v3	['PF3D7_0628700']
PF3D7_0628900	+	protein_coding_gene	1189472	1193978	Pf3D7_06_v3	[]
PF3D7_0629000	-	protein_coding_gene	1194304	1195217	Pf3D7_06_v3	[]
PF3D7_0629100	-	protein_coding_gene	1195429	1198332	Pf3D7_06_v3	[]
PF3D7_0629200	-	protein_coding_gene	1198354	1202056	Pf3D7_06_v3	[]
PF3D7_0629300	+	protein_coding_gene	1204859	1208175	Pf3D7_06_v3	[]
PF3D7_0629400	+	protein_coding_gene	1209083	1213867	Pf3D7_06_v3	['PF3D7_0629500']
PF3D7_0629500	-	protein_coding_gene	1213102	1217313	Pf3D7_06_v3	['PF3D7_0629400']
PF3D7_0629600	+	protein_coding_gene	1217321	1219766	Pf3D7_06_v3	[]
